County,Count,Year,Suppression Information,Type of Overdose Death,County Code Number,County Code Text,State FIPS Code,County FIPS,Latitude,Longitude,Georeferenced Latitude & Longitude
Northumberland,16,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,49,49,42,97,40.85150926,-76.71188423,POINT (-76.71188423 40.85150926)
Venango,14,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,61,61,42,121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Sullivan,0,2018,,Any Drug Overdose Deaths,57,57,42,113,41.4480994,-76.5147922,POINT (-76.5147922 41.4480994)
Venango,,2016,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,61,61,42,121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Indiana,32,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Crawford,20,2018,,Any Drug Overdose Deaths,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Potter,,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,53,53,42,105,41.74420644,-77.89879229,POINT (-77.89879229 41.74420644)
Potter,,2019,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,53,53,42,105,41.74420644,-77.89879229,POINT (-77.89879229 41.74420644)
Jefferson,10,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Pike,18,2018,,Any Drug Overdose Deaths,52,52,42,103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Mifflin,14,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Wayne,,2013,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Northampton,25,2012,,Any Drug Overdose Deaths,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Clarion,,2012,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Franklin,21,2014,,Any Drug Overdose Deaths,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Westmoreland,82,2014,,Any Drug Overdose Deaths,65,65,42,129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Adams,,2013,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Washington,31,2012,,Any Drug Overdose Deaths,63,63,42,125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Mercer,26,2014,,Any Drug Overdose Deaths,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Berks,105,2016,,Any Drug Overdose Deaths,6,6,42,11,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Cameron,0,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Lackawanna,94,2018,,Any Drug Overdose Deaths,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Fayette,39,2019,,Any Drug Overdose Deaths,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Greene,12,2017,,Any Drug Overdose Deaths,30,30,42,59,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
Wayne,15,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Delaware,121,2013,,Any Drug Overdose Deaths,23,23,42,45,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Mifflin,,2013,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Philadelphia,638,2015,,Any Drug Overdose Deaths,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Elk,,2015,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Philadelphia,840,2016,,Any Drug Overdose Deaths,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Cambria,55,2019,,Any Drug Overdose Deaths,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Wyoming,,2016,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,66,66,42,131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Snyder,0,2013,,Any Drug Overdose Deaths,55,55,42,109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Warren,0,2018,,Any Drug Overdose Deaths,62,62,42,123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Chester,137,2017,,Any Drug Overdose Deaths,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Clarion,,2013,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Lebanon,18,2016,,Any Drug Overdose Deaths,38,38,42,75,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Northampton,77,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Pennsylvania,4479,2019,,Any Drug Overdose Deaths,0,0,42,0,39.346129,-75.167756,POINT (-75.167756 39.346129)
Cameron,,2015,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Clearfield,20,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,17,17,42,33,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Franklin,30,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Westmoreland,165,2021*,*2021 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,65,65,42,129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Clarion,,2019,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Columbia,10,2015,,Any Drug Overdose Deaths,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Northumberland,29,2020*,*2020 data as of September 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months.,Any Drug Overdose Deaths,49,49,42,97,40.85150926,-76.71188423,POINT (-76.71188423 40.85150926)
Cumberland,41,2019,,Any Drug Overdose Deaths,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Montour,12,2018,,Any Drug Overdose Deaths,47,47,42,93,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Erie,115,2017,,Any Drug Overdose Deaths,25,25,42,49,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Fulton,,2022*,*2022 data as of October 2022. Finalized death certificates for overdose deaths are often delayed by 3-6 months. Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Fulton,,2015,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Jefferson,,2013,Not displayed when count is between 1 and 9.,Any Drug Overdose Deaths,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
